gen,nevals,avg,std,min,max,time
0,100,0.20405934894584093,0.06416454933762726,0.16384180790960454,0.5418300653594771,18605
1,58,0.2278454952831726,0.0773475894874615,0.16666666666666666,0.5418300653594771,22757
2,57,0.2577304505174481,0.10604685525919104,0.16246498599439776,0.6080571799870045,27444
3,62,0.32711631335019864,0.15766470927593332,0.16666666666666666,0.7315927708725919,29650
4,60,0.4321924415976367,0.1916032623167811,0.16666666666666666,0.7386477595733129,32798
5,41,0.5382365351276173,0.1644282205554025,0.19422572178477693,0.7386477595733129,33543
6,46,0.6205796333947324,0.10897301292878647,0.19422572178477693,0.7386477595733129,33686
7,57,0.6576549123472658,0.09854865239016834,0.19422572178477693,0.7479886303415716,33854
8,59,0.665733540015129,0.0924852519063296,0.19422572178477693,0.7464977257959715,34296
9,43,0.6899494979679998,0.07344011924815072,0.19422572178477693,0.7464977257959715,34409
10,54,0.6947994279952436,0.08899161648685257,0.16666666666666666,0.7464977257959715,34498
11,59,0.698184095388632,0.07237036065307738,0.41474586288416077,0.7479886303415716,34598
12,55,0.6865395419941775,0.10395362617238244,0.19422572178477693,0.7647228943537736,34714
13,45,0.70940457145742,0.05826222491178258,0.38565763384005286,0.7647228943537736,34808
14,52,0.7087471657074427,0.059772793091492374,0.4466666666666666,0.7647228943537736,34913
15,60,0.705532078043355,0.057857656412567605,0.48074074074074075,0.7647228943537736,35065
16,59,0.7205086765400511,0.04773499015648416,0.4343729694606888,0.7647228943537736,35184
17,51,0.7320566374474003,0.03332346219160009,0.5783635839815615,0.7792954608744083,35271
18,49,0.7332479389911392,0.04145289361866956,0.43388888888888894,0.7792954608744083,35628
19,56,0.7365207338567886,0.035888478190398754,0.5962713292605856,0.7792954608744083,35723
20,59,0.7240321824522706,0.04821017788274561,0.5386486819413648,0.7792954608744083,35830
21,54,0.7247504519761176,0.06639150872170672,0.4116919116919116,0.7792954608744083,35952
22,67,0.742213838354892,0.052186749919504546,0.4279821990665364,0.7792954608744083,36004
23,48,0.7403460235781611,0.04982748088561069,0.5448417640198462,0.7792954608744083,36073
24,50,0.7483614042458491,0.04866913122067548,0.5448417640198462,0.7792954608744083,36146
25,51,0.7579008312805648,0.047210203591987666,0.5128205128205129,0.7792954608744083,36207
26,62,0.7688844902285018,0.03680272526574137,0.5433545886471617,0.7792954608744083,36241
27,62,0.7743083303187784,0.016321244478219667,0.7083178259648847,0.7792954608744083,36270
28,59,0.7702419157458271,0.026891652446794957,0.644966394966395,0.7792954608744083,36310
