gen,nevals,avg,std,min,max,time
0,100,0.3499053649632294,0.08589198492263216,0.32584269662921345,0.8660714285714286,21140
1,58,0.3759516764659132,0.11877977439046479,0.32584269662921345,0.8333333333333334,27701
2,59,0.4234967140948696,0.16424827035507564,0.32584269662921345,0.8666666666666666,33385
3,55,0.5524136886972044,0.2116056273311325,0.31818181818181823,0.9332591768631813,38627
4,53,0.7290124076858011,0.18095312631668725,0.32584269662921345,0.9332591768631813,40691
5,64,0.8097522256424989,0.1269149490326377,0.31818181818181823,0.9666295884315907,41506
6,57,0.8577970770691281,0.08353451349437678,0.32584269662921345,0.9666295884315907,43198
7,68,0.8362427936716328,0.13372166576938985,0.32584269662921345,0.9666295884315907,44436
8,54,0.8763343223996245,0.08900799796596147,0.32584269662921345,0.9666295884315907,45732
9,50,0.9069213017390583,0.0765481901520529,0.32584269662921345,0.9666295884315907,46320
10,51,0.9206279382782963,0.08124646548217701,0.32584269662921345,0.9666666666666666,47049
11,60,0.9271583882674517,0.08036708402774975,0.32584269662921345,0.9666666666666666,47602
12,48,0.9432583912142628,0.06782189019761059,0.32584269662921345,0.9666666666666666,48033
13,50,0.921620912232468,0.12501512164920683,0.32584269662921345,0.9666666666666666,48480
14,53,0.9424239317129096,0.07045735417805149,0.4554621848739496,0.9666666666666666,48806
15,45,0.955874383295772,0.06402284573123275,0.3406593406593407,0.9666666666666666,48930
16,57,0.9555553583061714,0.06509329431685966,0.32584269662921345,0.9666666666666666,49213
17,54,0.9342651336131541,0.12613460849011301,0.32584269662921345,0.9666666666666666,49553
18,51,0.954960789555136,0.035396159520026976,0.7488038277511961,0.9666666666666666,49784
19,45,0.9602073732371633,0.028957858747210418,0.7069597069597069,0.9666666666666666,49912
20,50,0.9558622266957252,0.05657852832331731,0.4460227272727273,0.9666666666666666,50085
21,50,0.9476655950839146,0.07049163910974339,0.3406593406593407,0.9666666666666666,50375
22,61,0.9572289841333123,0.028884818570079882,0.8124467178175618,0.9666666666666666,50695
23,46,0.9557542980700915,0.04063749992553237,0.6770334928229664,0.9666666666666666,50952
24,59,0.9484389428724299,0.07492000924283938,0.36079545454545453,0.9666666666666666,51319
25,53,0.9559958241612202,0.036846550327771274,0.7281787979462399,0.9666666666666666,51648
26,49,0.9546861722625687,0.06809164222995323,0.32584269662921345,0.9666666666666666,51762
27,52,0.9598990037244995,0.028290833784400775,0.76,0.9666666666666666,51962
28,51,0.9620522851347982,0.024169114442485373,0.7757976430008624,0.9666666666666666,52153
29,51,0.9597856285588396,0.026733938504518377,0.768888888888889,0.9666666666666666,52355
30,62,0.950849209498195,0.04782029952316875,0.7069597069597069,0.9666666666666666,52689
31,43,0.9633065996503497,0.014460472305627137,0.8825174825174825,0.9666666666666666,52796
32,42,0.9639845857655296,0.01295707184722218,0.8653198653198653,0.9666666666666666,52900
33,59,0.9584641310445318,0.04292938405271903,0.5897101921198307,0.9666666666666666,53149
34,48,0.9583694929140111,0.032777149472935085,0.7757976430008624,0.9666666666666666,53295
35,49,0.9553424941075191,0.03686068870878942,0.7532314923619272,0.9666666666666666,53594
36,54,0.9603782018575948,0.02649711038800745,0.8124467178175618,0.9666666666666666,53773
37,58,0.9574598542544641,0.029948738870463176,0.7942857142857143,0.9666666666666666,54039
38,61,0.9577730774804158,0.029749315074105193,0.7916666666666667,0.9666666666666666,54292
39,60,0.9541190370494124,0.04484258314758562,0.6677353541241621,0.9666666666666666,54600
40,52,0.952164135592756,0.06923916283497028,0.32584269662921345,0.9666666666666666,54832
41,65,0.9606678045633507,0.03297980620074526,0.6703296703296704,0.9666666666666666,54980
42,54,0.9604570821748046,0.01996886365728394,0.848951048951049,0.9666666666666666,55253
43,45,0.9557209377142348,0.03863119517732544,0.7281787979462399,0.9666666666666666,55540
44,51,0.9604008349625214,0.025278102282786933,0.8102903133084219,0.9666666666666666,55954
45,54,0.9624510571503607,0.017937307740123552,0.847930160518164,0.9666666666666666,56125
46,46,0.9584548501448902,0.03488707754450517,0.768888888888889,0.9666666666666666,56278
47,45,0.9545961186898495,0.054485514738503805,0.5634920634920635,0.9666666666666666,56482
48,60,0.9559585181077866,0.05305345570565425,0.5631528964862298,0.9666666666666666,56668
49,50,0.9491053012958371,0.06681455574268759,0.5075239398084815,0.9666666666666666,56989
50,40,0.9605606046361665,0.03913717831046057,0.6148908857509627,0.9666666666666666,57126
51,66,0.9448714355088953,0.08269840690690469,0.32584269662921345,0.9666666666666666,57438
52,63,0.9605676922292465,0.03015180216948162,0.7281787979462399,0.9666666666666666,57571
53,49,0.9568943755879599,0.052585470411787925,0.4957983193277311,0.9666666666666666,57813
54,60,0.9559960155998307,0.04705652081596041,0.6148908857509627,0.9666666666666666,58032
55,46,0.957679222289178,0.03442727707052383,0.7757976430008624,0.9666666666666666,58295
56,51,0.9555599477636656,0.05295695022195537,0.5634920634920635,0.9666666666666666,58445
57,55,0.9596871170121504,0.02749186790694337,0.7916666666666667,0.9666666666666666,58624
58,58,0.9570393508450615,0.0359837235065004,0.7376858058874963,0.9666666666666666,58912
59,49,0.9527974566265488,0.0686981843294619,0.4128307357738311,0.9666666666666666,59118
60,49,0.9585610694308542,0.03757325164895677,0.6770334928229664,0.9666666666666666,59327
61,58,0.9635510670419734,0.021967759147727407,0.7569444444444444,0.9666666666666666,59451
