gen,nevals,avg,std,min,max,time
0,100,0.381553682307778,0.1308374039743946,0.31818181818181823,0.8995535714285714,10444
1,50,0.44370830484756263,0.1751269196752203,0.31818181818181823,0.9332591768631813,13110
2,55,0.4889331597447768,0.19135630510377452,0.3181818181818182,0.9332591768631813,14994
3,62,0.5954992635985833,0.21905936895503778,0.32584269662921345,0.9332591768631813,16323
4,55,0.71022092986783,0.19600139535206088,0.32584269662921345,0.949874686716792,18938
5,58,0.7979512990751636,0.18099071358458715,0.32584269662921345,0.9333333333333333,20718
6,58,0.8609512795629515,0.13256375258909286,0.32584269662921345,0.9332591768631813,21231
7,43,0.9179164077654705,0.04835130888391179,0.6770334928229664,0.983328702417338,21343
8,64,0.9204196892994241,0.06033183052297262,0.5378690629011553,0.983328702417338,21423
9,52,0.9150721732870147,0.10997913240889533,0.32584269662921345,0.983328702417338,21599
10,56,0.9223823004753714,0.10295403917419896,0.32584269662921345,0.983328702417338,21723
11,59,0.9187255134428075,0.12306093057811628,0.32584269662921345,0.983328702417338,21883
12,60,0.9491578166996909,0.0647752758801483,0.6336996336996337,0.983328702417338,21981
13,32,0.9720210367015204,0.043073741030792735,0.6919359710057384,0.983328702417338,22014
14,55,0.9740360480124661,0.03152152395049209,0.8124467178175618,0.983328702417338,22077
15,45,0.9654133505213229,0.07977034890200807,0.42544459644322846,0.983328702417338,22138
16,53,0.9691967906193111,0.06100861102824168,0.5378690629011553,0.983328702417338,22181
17,73,0.9718019505379695,0.056248624009252145,0.5875,0.983328702417338,22227
18,47,0.9640173640398624,0.08867627593077589,0.32584269662921345,0.983328702417338,22273
19,45,0.9653752602954797,0.07298547006033752,0.5634920634920635,0.983328702417338,22320
20,60,0.9754765455273977,0.03933750872424858,0.6625,0.983328702417338,22362
21,50,0.9701283434171921,0.06127504416495801,0.5634920634920635,0.983328702417338,22402
22,66,0.9743542445376786,0.03554309578764765,0.7488038277511961,0.983328702417338,22459
