gen,nevals,avg,std,min,max,time
0,100,0.203800147267595,0.04860371607763794,0.08888888888888889,0.5728503221619617,3846
1,68,0.23228742884130466,0.08361014917396886,0.09929078014184396,0.6351645255803472,5133
2,61,0.25631677939418296,0.10819776728273246,0.12424242424242427,0.6351645255803472,6191
3,73,0.29749140697301313,0.12771807974367688,0.1904761904761905,0.6351645255803472,7720
4,73,0.3758226980323536,0.14917711123667196,0.09929078014184396,0.6375732174126465,8339
5,69,0.4554968286194134,0.14029423085577203,0.1406989146119581,0.6969389480805006,8760
6,57,0.5272234631213365,0.11193635206395233,0.1904761904761905,0.6703732423490488,8951
7,58,0.5433064416451193,0.1346641331588744,0.09929078014184396,0.6680362951549391,9283
8,59,0.5666033337450788,0.11829405804403781,0.1904761904761905,0.68730539820685,9413
9,66,0.5809950726048256,0.11389511889202439,0.19883040935672514,0.7001489133975523,9543
10,64,0.589169424144519,0.08383403818874739,0.24503441494591938,0.6824528595917094,9666
11,61,0.599158330580387,0.07668370415945425,0.19469026548672563,0.6873353954927088,9795
12,67,0.6098893782765797,0.05868768684632435,0.3747222222222222,0.7030539311241065,9915
13,65,0.6071840541360815,0.07996248318338178,0.19883040935672514,0.7149964463397298,10038
14,75,0.6249879331751274,0.06484488181612985,0.19883040935672514,0.7380645161290321,10164
15,58,0.6376447598132372,0.044184423938434275,0.5000726216412491,0.7380645161290321,10262
16,62,0.6330962101507265,0.06599778929402214,0.19883040935672514,0.7380645161290321,10379
17,61,0.6326937095005356,0.07372872389271243,0.19883040935672514,0.7380645161290321,10492
18,58,0.6544512414356412,0.03842936404370601,0.5261746943585212,0.7380645161290321,10587
19,68,0.6216436994761348,0.08296524625486269,0.19883040935672514,0.7380645161290321,10724
20,66,0.6422461119630222,0.06388914598851993,0.26529216132019867,0.7168713097155126,10846
21,63,0.631684244759012,0.06082376793769487,0.44165875276986394,0.7168713097155126,10965
22,67,0.6320416807389018,0.053286044336663146,0.457703081232493,0.7105263157894738,11103
23,71,0.6356491444829778,0.059775499793210375,0.37573805689747714,0.6999663460686896,11226
24,69,0.6344886761885055,0.054522581938853655,0.4490973811339944,0.6985372469243436,11367
25,65,0.6423346257706399,0.04948199038399462,0.454942871336314,0.6985372469243436,11487
26,69,0.6305911791634395,0.07419209976365716,0.19883040935672514,0.704700328407225,11617
27,78,0.6191110867273374,0.08481448866260871,0.19883040935672514,0.6985372469243436,11760
28,61,0.6452415191390192,0.0752054156213834,0.19883040935672514,0.712654836741731,11866
29,68,0.6475501773566006,0.07826100025367429,0.19883040935672514,0.712654836741731,11977
30,66,0.6525850821639494,0.07309086098649022,0.3763012386865598,0.712654836741731,12081
