gen,nevals,avg,std,min,max,time
0,100,0.20173468276092701,0.04617233208522959,0.09929078014184396,0.5202552552552553,1648
1,50,0.2242415498764966,0.08268855912153135,0.09929078014184396,0.578403200360604,2048
2,56,0.2729754980439293,0.1266886840428047,0.09929078014184396,0.6230742296918768,2543
3,49,0.38433502738737424,0.15249499451619958,0.09929078014184396,0.6753184330689738,2808
4,60,0.48017899404668873,0.1334582232831514,0.1904761904761905,0.6856102003642986,2977
5,50,0.5405643664336476,0.10294940721271499,0.11940604198668715,0.6357735887147652,3118
6,56,0.5652704796080442,0.07690925877347984,0.19883040935672514,0.6826186438396727,3303
7,50,0.5824874931111643,0.08184466582919461,0.19883040935672514,0.6826186438396727,3596
8,43,0.6199994981662803,0.059025888300920405,0.19883040935672514,0.6826186438396727,3703
9,55,0.6219748001755222,0.08282202641107601,0.1904761904761905,0.6826186438396727,3850
10,55,0.6471461900574971,0.0598364905547401,0.19883040935672514,0.6880718954248367,3905
11,59,0.6490692688315884,0.044933993456381896,0.4470492410218438,0.6880718954248367,3987
12,55,0.6563513148928608,0.039328116277631185,0.44780066107297234,0.6880718954248367,4044
13,49,0.6705750133274155,0.03236565930659181,0.5217940272288099,0.6880718954248367,4068
14,58,0.6724803463794994,0.030847569309111436,0.5266137566137566,0.6880718954248367,4089
15,44,0.6764031698952343,0.02739797219464144,0.5428960309097296,0.6915847833219336,4107
16,68,0.6761366543267796,0.03267839156728514,0.5083739124486154,0.6880718954248367,4141
17,54,0.681226609566095,0.026855649486036554,0.4986224596689713,0.6880718954248367,4163
18,53,0.6740502712542414,0.06036662338554003,0.19883040935672514,0.6880718954248367,4184
19,40,0.6817280747022846,0.03868938519953886,0.39269406392694056,0.6989718920958309,4201
20,53,0.6796750499010167,0.03543688646226231,0.4434173669467787,0.6989718920958309,4222
21,48,0.6811336121662416,0.030343918210146557,0.49035740716555654,0.6989718920958309,4239
22,64,0.6725827172109338,0.06359352381773495,0.19883040935672514,0.6989718920958309,4497
23,45,0.6882138372476132,0.014568854132246345,0.5667435700247799,0.7125075237751294,4514
24,63,0.6866301159428942,0.03547589320760126,0.4124182352632908,0.7125075237751294,4531
25,48,0.686079785171388,0.039922132950145725,0.4623737373737374,0.7125075237751294,4559
26,61,0.6863056425254512,0.04295247886404261,0.5341596918532249,0.7125075237751294,4586
27,54,0.7013593011101782,0.012421953649794919,0.6158906882591094,0.7125075237751294,4594
28,50,0.6941395886964875,0.04289435139078095,0.5262165665134911,0.7125075237751294,4605
29,63,0.7030488379122103,0.03569177199051888,0.47081323516967083,0.7125075237751294,4620
30,45,0.7045907753751851,0.03283028591395044,0.5184547714668196,0.7125075237751294,4645
