gen,nevals,avg,std,min,max,time
0,100,0.20644526152040107,0.06136870279893474,0.09929078014184396,0.6412780816414821,5181
1,42,0.2321376181523795,0.09394466473228023,0.12288693187569592,0.6412780816414821,7806
2,58,0.2812574379340072,0.12823392883175974,0.1904761904761905,0.6412780816414821,9488
3,48,0.35185152391418,0.1584646792066656,0.1253077975376197,0.6412780816414821,9697
4,49,0.4323919722744993,0.1513077199753478,0.1904761904761905,0.6412780816414821,10399
5,49,0.4996045300095673,0.12894280651147427,0.1904761904761905,0.6458811719681284,10525
6,52,0.5634272900147157,0.10319489402383245,0.1904761904761905,0.648175636512716,10634
7,48,0.5835191889334932,0.08425904364018803,0.19883040935672514,0.6726742219699967,10748
8,51,0.6068608287012387,0.07203817463767281,0.19883040935672514,0.6847865478002464,10833
9,61,0.6004904061919036,0.0882702238415717,0.1904761904761905,0.711028192371476,10937
10,55,0.6080517932195602,0.07573737965580041,0.34691539846179015,0.711028192371476,11051
11,60,0.6026938431439003,0.08161172953422494,0.32022735967644966,0.711028192371476,11173
12,53,0.6142118522663186,0.09078642080552127,0.19883040935672514,0.711028192371476,11252
13,58,0.6213257847820344,0.0598535980557169,0.4378068739770867,0.711028192371476,11359
14,66,0.6225746893539126,0.07037160497974443,0.2835082622462107,0.711028192371476,11465
15,55,0.6434986236783656,0.059018983759462386,0.37015213507750827,0.711028192371476,11540
16,63,0.6443188451065005,0.07059981664580767,0.47189798091371377,0.7284858267909117,11624
17,60,0.6834380657476968,0.04901310398456005,0.5396078431372549,0.7284858267909117,11645
18,58,0.6949856458701374,0.04664698013932039,0.5127272727272727,0.7284858267909117,11661
19,59,0.6948122723980359,0.049111339164282904,0.5127272727272727,0.7284858267909117,11680
20,64,0.6830109144207558,0.06417663600499295,0.46371431672636493,0.7284858267909117,11710
21,45,0.7004719871658325,0.04808636530978027,0.4874916387959866,0.7284858267909117,11722
22,53,0.6911472849735678,0.0664218762438938,0.4119713102632357,0.7284858267909117,11749
23,62,0.7021033465702032,0.05840833219491454,0.5150375939849624,0.7284858267909117,11765
24,75,0.7118219361980874,0.06196640347817575,0.35501311635765415,0.7284858267909117,11779
25,47,0.7179290558842633,0.043306470835607964,0.48277156607323785,0.7284858267909117,11799
26,47,0.7146667029215288,0.054514535753888385,0.3314302444737227,0.7284858267909117,11814
27,53,0.7157187543515926,0.038051048946368085,0.5518918918918919,0.7284858267909117,11832
28,55,0.7050668531690687,0.08543580716584326,0.19883040935672514,0.7284858267909117,11853
29,59,0.7187216556868408,0.03502719022815332,0.55123153704714,0.7284858267909117,11869
30,64,0.7179839090611272,0.03602813124687749,0.5268036585866044,0.7284858267909117,11887
