gen,nevals,avg,std,min,max,time
0,100,0.2140867194651456,0.0732341826826129,0.09929078014184396,0.6690410663212994,2925
1,46,0.2343344283884887,0.09279660377803574,0.09929078014184396,0.6690410663212994,3784
2,53,0.2748997416604971,0.1265072670938976,0.09929078014184396,0.5883838383838383,4924
3,47,0.35882041301348067,0.14850451471172005,0.1904761904761905,0.6146198830409357,6208
4,55,0.4551455056469926,0.13167804949350698,0.09929078014184396,0.6697388632872504,6907
5,47,0.5091506710466391,0.10070041197219788,0.1904761904761905,0.6697388632872504,7073
6,45,0.5532936034588017,0.06862027153345707,0.19883040935672514,0.6706853140702136,7190
7,59,0.555712527510991,0.11355828820613144,0.19883040935672514,0.6947368421052632,7307
8,61,0.5795188359214648,0.1073544359872629,0.19883040935672514,0.6947368421052632,7434
9,53,0.6211007804433416,0.06292575984719316,0.19883040935672514,0.6947368421052632,7547
10,54,0.6313606029071446,0.07615237943870742,0.19883040935672514,0.6948722367575866,7644
11,49,0.6642577614507806,0.03684525217702021,0.5331384015594541,0.6948722367575866,7680
12,61,0.6649226622926568,0.04953453617628499,0.4665523073670452,0.6991113737933037,7736
13,48,0.6814021826312482,0.03814838774318646,0.46417560734985824,0.6991113737933037,7761
14,54,0.679192296211985,0.06367488418475413,0.19883040935672514,0.6991113737933037,7791
15,46,0.6890956144009217,0.029922504441797875,0.46717817561807334,0.6991113737933037,7808
16,62,0.6904970905740963,0.019109614222809518,0.5706504824151883,0.7050562282989862,7828
17,53,0.6663486665228331,0.0915306847859021,0.19883040935672514,0.7050562282989862,7877
18,52,0.6824608725770234,0.06260098274039998,0.19883040935672514,0.7050562282989862,7894
19,59,0.6620927213281251,0.10002496204326546,0.19883040935672514,0.7050562282989862,7938
20,48,0.6885639784383639,0.05137676187821107,0.3744918699186992,0.7050562282989862,7961
21,49,0.6836681474879799,0.07827729214840111,0.19883040935672514,0.7050562282989862,7992
22,51,0.6976132115423564,0.03168523079336536,0.5146167557932264,0.7050562282989862,8009
23,64,0.6841442045938132,0.07415414979094215,0.19883040935672514,0.7050562282989862,8037
24,54,0.6976672397304842,0.03062853666439913,0.5258325911754681,0.7050562282989862,8059
25,52,0.6941130743336232,0.047701169926501655,0.41537578886976484,0.7050562282989862,8078
26,60,0.700351212937812,0.025647959707535514,0.49902534113060426,0.7050562282989862,8089
27,53,0.6850958868109833,0.07063124361745611,0.19883040935672514,0.7050562282989862,8127
28,54,0.6986030355668117,0.029639506594834594,0.5019918283963228,0.7050562282989862,8151
29,54,0.693582891325152,0.055379107478781706,0.32945508100147275,0.7133407655146785,8169
30,64,0.6988848638917908,0.03660072732552166,0.4278455284552846,0.7133407655146785,8181
